1,"A","Isabelle","Female",19750525,\N
10,"Aaltonen","Minna","Female",19660917,\N
14,"Aalund","Pernille","Female",19620401,\N
17,"Aamund","Jane","Female",19361108,\N
19,"Aaron","Caroline","Female",19520807,\N
31,"Abad","Eileen","Female",19751118,\N
39,"Abbadie","Axelle","Female",19510730,\N
42,"Abbate","Andrea","Female",19560814,\N
47,"Abbott","Christie","Female",19820516,\N
64,"Abdul","Paula","Female",19620619,\N
85,"Abel","Inga","Female",19460707,20000527
109,"Aboy","Isabel","Female",19820504,\N
120,"Abramovich","Iris","Female",19730823,\N
125,"Abramson","Nicole","Female",19760128,\N
135,"Abril","Victoria","Female",19590704,\N
140,"Abt","Katharina","Female",19670616,\N
141,"Abt-Stein","Anina","Female",19881124,\N
144,"Abubo","Megan","Female",19780128,\N
147,"Abujamra","Clarisse","Female",19470403,\N
155,"Acevedo","Carolina","Female",19791007,\N
163,"Achour","Doria","Female",19910301,\N
170,"Acker","Amy","Female",19761205,\N
174,"Ackerman","Bettye","Female",19280228,\N
178,"Ackermann","Kathrin","Female",19390130,\N
191,"Acosta","Alpha","Female",19730121,\N
193,"Acosta","Juanita","Female",19761128,\N
198,"Acton","Dawn","Female",19770315,\N
201,"Acuff","Amy","Female",19750714,\N
206,"Adachi","Shinobu","Female",19580407,\N
207,"Adachi","Yumi","Female",19810914,\N
209,"Adair","Deb","Female",19660422,\N
210,"Adair","Deborah","Female",19520523,\N
226,"Adamopoulou","Domna","Female",19401026,\N
231,"Adams","Ashli","Female",19910906,\N
234,"Adams","Brooke","Female",19490208,\N
237,"Adams","Catlin","Female",19501011,\N
238,"Adams","Cecily","Female",19650206,\N
239,"Adams","Chiquita","Female",19741122,\N
246,"Adams","Edie","Female",19270416,\N
247,"Adams","Enid-Raye","Female",19730616,\N
249,"Adams","Hendrien","Female",19620812,\N
252,"Adams","Kristin","Female",19820726,\N
256,"Adams","Maud","Female",19450212,\N
257,"Adams","Neile","Female",19360710,\N
258,"Adams","Paizley","Female",19801224,\N
261,"Adams","Rhonda","Female",19711127,\N
265,"Adams","Sunrise","Female",19820914,\N
269,"Adams","Yolanda","Female",19620827,\N
284,"Aday","Amanda","Female",19810121,\N
296,"Addison","Nancy","Female",19480321,20020618
303,"Adell","Traci","Female",19690217,\N
321,"Adjani","Isabelle","Female",19550627,\N
343,"Adolphson","Kristina","Female",19370902,\N
356,"Adriani","Patricia","Female",19580602,\N
361,"Aedo","Daniela","Female",19950212,\N
364,"Aertgeerts","Lulu","Female",19630606,\N
379,"Agafonova","Tatyana","Female",19631008,\N
387,"Agatha","Cornelia","Female",19730111,\N
392,"Agena","Keiko","Female",19791031,\N
399,"Agin","Kimberly","Female",19850220,\N
401,"Agischewa","Marijam","Female",19581222,\N
407,"Agnihotri","Rati","Female",19630329,\N
433,"Aguilar","Elizabeth","Female",19540818,\N
438,"Aguilera","Christina","Female",19801218,\N
441,"Aguirre","Beatriz","Female",19260321,\N
443,"Aguirre","Elsa","Female",19300925,\N
446,"Agutter","Jenny","Female",19521220,\N
453,"Aherne","Caroline","Female",19631224,\N
461,"Ahlin","Margita","Female",19380801,\N
466,"Ahlroth","Milka","Female",19660815,\N
470,"Ahmed","Lalita","Female",19391125,\N
484,"Ahonen","Ritva","Female",19280922,\N
485,"Ahray","Sonsee","Female",19730604,\N
487,"Ahrens","Lynn","Female",19481001,\N
505,"Aida","Umie","Female",19730118,\N
506,"Aidem","Betsy","Female",19571028,\N
511,"Aihara","Mayuko","Female",19730109,\N
